zone,date,PM2.5,PM10,NO2,SO2,CO,O3,temp,humidity,wind_speed,AQI,AQI_category,dominant_pollutant
Punjabi Bagh,2026-07-06,49.2,136.0,26.6,33.7,1.31,57.86,35.4,65.8,0.5,124.0,Moderate,PM10
Punjabi Bagh,2026-07-07,49.3,126.4,26.9,34.6,1.12,37.03,34.2,75.5,0.7,118.0,Moderate,PM10
Punjabi Bagh,2026-07-08,26.5,67.0,23.7,30.5,1.08,10.43,33.1,81.6,0.4,500.0,Severe,CO
Punjabi Bagh,2026-07-09,10.9,45.8,16.0,29.9,1.09,26.6,33.6,81.4,0.7,500.0,Severe,CO
Punjabi Bagh,2026-07-10,23.8,85.8,17.1,51.1,1.23,29.94,33.0,68.8,0.6,86.0,Satisfactory,PM10
Punjabi Bagh,2026-07-11,61.7,261.1,18.1,33.6,1.0,8.83,32.7,68.5,0.8,211.0,Poor,PM10
Punjabi Bagh,2026-07-12,80.6,404.0,15.2,31.0,1.43,5.45,36.6,,0.9,367.0,Very Poor,PM10
Punjabi Bagh,2026-07-13,43.2,185.8,14.3,32.0,2.0,5.4,36.6,,0.8,157.0,Moderate,PM10
Punjabi Bagh,2026-07-14,43.8,187.4,16.3,31.0,1.52,5.62,36.6,,1.1,158.0,Moderate,PM10
Punjabi Bagh,2026-07-15,43.5,169.2,16.7,29.8,0.73,9.07,36.6,,0.6,146.0,Moderate,PM10
Punjabi Bagh,2026-07-16,54.9,213.2,18.9,30.5,0.73,21.39,36.4,51.0,0.8,176.0,Moderate,PM10
Punjabi Bagh,2026-07-17,53.3,203.0,28.8,18.4,1.04,31.52,36.6,50.5,0.6,500.0,Severe,CO
Punjabi Bagh,2026-07-18,49.5,189.0,22.0,26.9,1.09,31.9,23.7,53.2,0.6,500.0,Severe,CO
Punjabi Bagh,2026-07-19,52.7,178.3,20.7,33.8,1.31,37.61,13.2,,0.6,152.0,Moderate,PM10
Punjabi Bagh,2026-07-20,41.9,117.3,19.1,36.2,1.39,18.75,13.4,,1.2,112.0,Moderate,PM10
Punjabi Bagh,2026-07-21,41.0,73.0,20.1,27.2,1.3,12.9,13.1,,0.3,73.0,Satisfactory,PM10
RK Puram,2026-06-06,49.3,204.5,37.7,14.6,1.38,13.06,33.9,51.6,0.9,170.0,Moderate,PM10
RK Puram,2026-06-07,32.1,152.7,33.4,12.0,1.1,11.66,33.5,49.0,0.9,135.0,Moderate,PM10
RK Puram,2026-06-08,31.6,153.1,31.5,10.6,0.64,8.24,32.8,54.0,0.9,136.0,Moderate,PM10
RK Puram,2026-06-09,32.3,238.8,19.0,24.6,0.44,45.96,37.5,36.3,1.8,193.0,Moderate,PM10
RK Puram,2026-06-10,38.2,170.4,27.1,33.6,1.15,27.86,34.7,47.2,1.3,147.0,Moderate,PM10
RK Puram,2026-06-11,35.6,124.4,24.5,31.3,0.74,35.56,33.5,51.2,1.9,117.0,Moderate,PM10
RK Puram,2026-06-12,23.5,56.4,13.4,23.6,0.57,21.46,30.2,68.3,2.3,56.0,Satisfactory,PM10
RK Puram,2026-06-13,40.8,113.0,34.5,15.2,1.49,43.46,30.2,67.3,0.7,109.0,Moderate,PM10
RK Puram,2026-06-14,95.0,193.9,67.8,8.3,1.2,12.2,30.8,69.3,0.4,215.0,Poor,PM2.5
RK Puram,2026-06-15,35.1,234.0,28.9,12.7,0.71,26.09,31.5,54.2,1.1,189.0,Moderate,PM10
RK Puram,2026-06-16,40.9,114.9,39.8,11.2,1.33,17.54,29.3,68.2,0.7,110.0,Moderate,PM10
RK Puram,2026-06-17,33.3,114.2,39.0,22.6,1.7,39.63,31.9,57.0,0.6,110.0,Moderate,PM10
RK Puram,2026-06-18,56.2,186.5,53.6,16.7,0.53,52.58,33.1,56.6,0.9,158.0,Moderate,PM10
RK Puram,2026-06-19,31.0,176.9,35.1,18.5,1.11,45.86,32.9,52.8,0.9,151.0,Moderate,PM10
RK Puram,2026-06-20,47.9,186.5,42.5,26.4,0.61,43.96,33.9,51.4,0.8,158.0,Moderate,PM10
RK Puram,2026-06-21,29.3,115.2,33.2,25.7,0.43,24.91,32.7,54.3,1.4,110.0,Moderate,PM10
RK Puram,2026-06-22,28.3,293.2,39.3,52.8,0.51,42.34,32.6,49.8,1.0,243.0,Poor,PM10
RK Puram,2026-06-23,50.9,175.2,52.9,15.4,0.75,49.69,32.0,59.3,0.9,150.0,Moderate,PM10
RK Puram,2026-06-24,30.1,113.2,43.5,63.2,0.7,59.08,31.9,62.2,0.7,500.0,Severe,PM2.5
RK Puram,2026-06-25,36.8,150.5,42.6,45.1,0.56,67.15,34.1,53.7,0.7,134.0,Moderate,PM10
RK Puram,2026-06-26,29.9,103.0,44.2,44.0,0.49,21.79,32.6,59.8,0.7,102.0,Moderate,PM10
RK Puram,2026-06-27,46.2,169.3,37.2,18.9,0.64,58.26,34.9,51.9,0.7,146.0,Moderate,PM10
RK Puram,2026-06-28,57.8,196.4,41.5,40.0,0.78,70.25,35.0,52.2,0.6,164.0,Moderate,PM10
RK Puram,2026-06-29,42.0,185.3,39.1,55.8,0.57,50.04,35.1,50.5,0.8,500.0,Severe,O3
RK Puram,2026-06-30,39.9,220.1,28.2,30.2,0.42,21.11,33.7,57.0,0.8,180.0,Moderate,PM10
RK Puram,2026-07-01,34.8,110.9,23.6,32.8,0.61,26.57,31.8,70.1,1.0,108.0,Moderate,PM10
RK Puram,2026-07-02,38.8,98.9,32.0,35.6,0.95,60.71,30.2,77.2,0.6,99.0,Satisfactory,PM10
RK Puram,2026-07-03,60.9,96.4,26.2,27.2,0.76,27.29,31.9,75.2,0.7,500.0,Severe,PM2.5
RK Puram,2026-07-04,81.2,139.4,42.4,32.0,1.54,26.38,31.9,76.0,0.6,170.0,Moderate,PM2.5
RK Puram,2026-07-05,64.7,122.3,50.3,35.0,1.7,10.67,31.0,82.1,0.4,115.0,Moderate,PM10
RK Puram,2026-07-06,33.7,91.8,34.2,31.4,1.04,43.93,32.8,70.4,0.6,500.0,Severe,CO
RK Puram,2026-07-07,31.0,78.3,42.5,28.1,0.96,19.34,30.7,81.5,0.6,78.0,Satisfactory,PM10
RK Puram,2026-07-08,24.9,52.1,34.9,28.4,1.0,5.87,29.0,91.0,0.3,52.0,Satisfactory,PM10
RK Puram,2026-07-09,9.5,28.8,23.8,36.7,0.86,17.77,28.7,90.5,0.4,46.0,Good,SO2
RK Puram,2026-07-10,15.5,68.2,26.7,22.4,0.66,33.15,30.7,79.1,0.5,68.0,Satisfactory,PM10
RK Puram,2026-07-11,41.0,230.9,36.0,25.9,1.12,28.27,31.7,73.5,0.6,187.0,Moderate,PM10
RK Puram,2026-07-12,61.6,358.4,32.4,25.6,1.14,26.66,32.6,68.1,0.8,310.0,Very Poor,PM10
RK Puram,2026-07-13,35.8,189.2,28.3,25.6,0.4,30.9,32.8,63.4,0.8,160.0,Moderate,PM10
RK Puram,2026-07-14,37.2,204.2,29.4,18.1,0.57,34.52,32.5,65.3,0.9,170.0,Moderate,PM10
RK Puram,2026-07-15,37.1,189.5,34.7,21.7,1.7,27.37,33.0,62.4,0.9,160.0,Moderate,PM10
RK Puram,2026-07-16,53.0,275.8,43.9,26.3,1.13,24.25,33.7,60.6,0.6,226.0,Poor,PM10
RK Puram,2026-07-17,58.1,296.3,47.3,60.1,1.1,23.73,33.7,63.1,0.6,246.0,Poor,PM10
RK Puram,2026-07-18,51.0,267.2,39.0,34.5,1.41,30.12,33.4,62.2,0.6,217.0,Poor,PM10
RK Puram,2026-07-19,47.1,177.5,31.2,24.6,0.92,31.96,33.0,66.8,0.6,152.0,Moderate,PM10
RK Puram,2026-07-20,37.0,103.6,18.6,32.3,1.04,10.87,30.2,85.1,0.6,500.0,Severe,CO
RK Puram,2026-07-21,37.0,82.0,9.6,51.8,0.7,0.2,29.0,89.9,0.3,82.0,Satisfactory,PM10
Rohini,2026-06-06,99.8,258.7,29.8,8.4,1.7,35.59,35.4,50.3,0.5,231.0,Poor,PM2.5
Rohini,2026-06-07,32.5,223.0,18.3,8.2,0.9,28.55,36.7,43.8,0.5,182.0,Moderate,PM10
Rohini,2026-06-08,36.3,173.2,14.4,11.7,0.93,17.02,33.5,52.8,0.3,149.0,Moderate,PM10
Rohini,2026-06-09,39.7,256.6,13.2,7.4,0.87,49.21,38.2,37.7,1.5,207.0,Poor,PM10
Rohini,2026-06-10,37.6,245.8,23.9,6.6,1.62,26.7,36.6,45.0,1.3,197.0,Moderate,PM10
Rohini,2026-06-11,36.4,178.4,20.6,7.3,1.02,30.62,34.9,51.2,1.0,500.0,Severe,CO
Rohini,2026-06-12,24.2,83.2,14.3,7.7,1.02,29.6,31.6,65.0,0.7,500.0,Severe,CO
Rohini,2026-06-13,38.8,139.0,24.3,7.2,1.17,47.49,32.3,61.2,0.9,126.0,Moderate,PM10
Rohini,2026-06-14,75.0,210.4,22.9,12.3,1.16,30.34,34.5,53.8,0.5,174.0,Moderate,PM10
Rohini,2026-06-15,30.5,159.3,18.2,7.0,1.06,23.96,33.1,50.7,0.9,500.0,Severe,PM2.5
Rohini,2026-06-16,39.6,119.8,25.7,7.8,1.12,22.71,31.7,58.0,0.9,113.0,Moderate,PM10
Rohini,2026-06-17,37.3,106.3,17.8,10.9,0.8,36.5,33.5,53.2,0.7,105.0,Moderate,PM10
Rohini,2026-06-18,76.0,206.3,18.1,16.0,0.97,21.84,34.7,52.1,0.7,171.0,Moderate,PM10
Rohini,2026-06-19,38.9,181.9,12.2,12.6,0.78,27.9,34.4,51.1,1.0,155.0,Moderate,PM10
Rohini,2026-06-20,58.2,184.5,18.7,16.9,1.09,24.59,35.4,49.5,0.8,500.0,Severe,CO
Rohini,2026-06-21,47.6,154.8,15.7,12.0,0.75,21.19,34.4,51.9,1.3,137.0,Moderate,PM10
Rohini,2026-06-22,30.9,309.4,18.0,9.2,0.65,27.41,34.3,48.1,0.9,500.0,Severe,PM2.5
Rohini,2026-06-23,70.8,201.2,28.6,21.5,1.04,21.68,34.0,50.5,0.9,500.0,Severe,CO
Rohini,2026-06-24,33.0,133.0,27.3,9.0,1.11,26.4,34.3,54.0,0.9,122.0,Moderate,PM10
Rohini,2026-06-25,39.0,167.8,34.0,9.8,1.36,26.67,35.0,55.1,0.7,145.0,Moderate,PM10
Rohini,2026-06-26,28.8,122.6,24.8,7.8,1.0,16.16,33.9,56.6,0.9,115.0,Moderate,PM10
Rohini,2026-06-27,63.2,181.2,21.2,9.8,1.01,19.35,35.9,54.5,0.5,500.0,Severe,CO
Rohini,2026-06-28,48.9,167.9,25.9,6.4,0.98,22.05,36.2,51.4,0.5,145.0,Moderate,PM10
Rohini,2026-06-29,49.6,192.9,23.7,10.0,0.98,13.66,36.6,49.8,0.8,162.0,Moderate,PM10
Rohini,2026-06-30,34.5,244.8,22.7,8.7,1.0,8.12,36.2,51.2,0.9,197.0,Moderate,PM10
Rohini,2026-07-01,47.4,133.4,27.5,7.8,1.07,7.08,32.9,68.2,0.4,500.0,Severe,CO
Rohini,2026-07-02,45.8,106.4,21.4,8.3,1.14,15.67,32.1,70.4,0.6,105.0,Moderate,PM10
Rohini,2026-07-03,48.0,121.8,27.2,7.1,1.32,23.71,33.9,66.2,0.4,115.0,Moderate,PM10
Rohini,2026-07-04,77.9,154.3,35.1,6.8,1.58,2.95,33.3,72.9,0.4,159.0,Moderate,PM2.5
Rohini,2026-07-05,82.2,138.2,30.7,5.8,1.57,2.96,32.4,77.9,0.4,173.0,Moderate,PM2.5
Rohini,2026-07-06,52.9,123.9,28.9,7.3,1.56,7.42,34.3,67.3,0.3,116.0,Moderate,PM10
Rohini,2026-07-07,58.4,135.2,27.5,5.1,1.38,3.46,32.0,78.9,0.4,124.0,Moderate,PM10
Rohini,2026-07-08,31.4,49.2,17.8,6.5,1.3,2.79,30.5,87.4,0.3,62.0,Satisfactory,CO
Rohini,2026-07-09,13.0,30.4,8.7,4.6,1.16,4.33,30.5,86.2,0.3,54.0,Satisfactory,CO
Rohini,2026-07-10,23.5,73.4,12.1,5.4,1.01,7.51,32.4,74.0,0.3,500.0,Severe,CO
Rohini,2026-07-11,42.8,271.6,18.2,5.2,1.31,6.02,33.3,69.0,0.5,222.0,Poor,PM10
Rohini,2026-07-12,57.3,451.0,21.4,4.6,1.09,6.0,34.5,62.3,0.7,500.0,Severe,CO
Rohini,2026-07-13,35.4,206.8,17.3,4.6,1.04,9.54,34.5,58.7,0.7,500.0,Severe,CO
Rohini,2026-07-14,34.5,211.5,21.1,7.1,1.01,8.38,34.4,60.3,0.6,500.0,Severe,CO
Rohini,2026-07-15,35.6,201.2,21.6,6.4,0.9,9.33,34.9,57.2,0.6,168.0,Moderate,PM10
Rohini,2026-07-16,40.1,243.1,17.7,6.9,2.81,11.43,36.0,55.1,0.5,195.0,Moderate,PM10
Rohini,2026-07-17,42.7,233.1,28.5,6.4,0.88,6.65,36.0,53.4,0.4,189.0,Moderate,PM10
Rohini,2026-07-18,43.1,233.3,31.6,5.3,1.06,7.75,35.2,56.5,0.5,500.0,Severe,CO
Rohini,2026-07-19,44.6,205.4,25.5,6.5,0.9,8.3,35.2,58.1,0.4,170.0,Moderate,PM10
Rohini,2026-07-20,41.9,152.9,27.7,5.8,0.94,3.75,32.4,75.9,0.4,135.0,Moderate,PM10
Rohini,2026-07-21,40.0,81.0,22.4,5.5,0.8,3.6,29.9,87.6,0.3,81.0,Satisfactory,PM10
Vivek Vihar,2026-06-06,35.6,242.5,29.2,12.9,2.07,7.5,35.7,47.4,1.2,500.0,Severe,CO
Vivek Vihar,2026-06-07,22.8,210.4,19.6,11.1,1.51,32.37,37.0,40.6,1.7,174.0,Moderate,PM10
Vivek Vihar,2026-06-08,20.4,163.4,22.6,11.3,1.76,13.45,34.8,47.0,1.7,142.0,Moderate,PM10
Vivek Vihar,2026-06-09,32.8,162.3,11.6,7.6,1.2,50.7,37.0,32.1,2.9,500.0,Severe,O3
Vivek Vihar,2026-06-10,35.6,280.4,10.9,12.3,1.94,35.99,39.2,39.6,2.1,230.0,Poor,PM10
Vivek Vihar,2026-06-11,27.1,143.0,12.1,13.9,1.5,32.9,35.0,48.3,1.7,129.0,Moderate,PM10
Vivek Vihar,2026-06-12,22.5,71.5,10.8,18.7,1.64,25.35,31.9,62.7,2.3,80.0,Satisfactory,CO
Vivek Vihar,2026-06-13,38.9,143.8,15.3,14.6,1.99,56.05,33.0,56.6,1.4,129.0,Moderate,PM10
Vivek Vihar,2026-06-14,62.2,224.3,16.4,15.9,1.54,62.86,35.1,49.7,1.1,183.0,Moderate,PM10
Vivek Vihar,2026-06-15,34.4,198.2,9.5,15.6,1.59,33.49,33.7,47.3,2.5,166.0,Moderate,PM10
Vivek Vihar,2026-06-16,42.3,149.0,15.5,14.0,2.12,46.34,32.6,52.5,1.4,133.0,Moderate,PM10
Vivek Vihar,2026-06-17,28.2,119.5,8.0,13.0,1.51,75.1,34.7,46.6,1.3,113.0,Moderate,PM10
Vivek Vihar,2026-06-18,39.9,192.5,7.9,15.6,1.53,52.71,35.9,45.4,2.0,162.0,Moderate,PM10
Vivek Vihar,2026-06-19,33.2,182.3,4.8,14.9,1.41,50.59,35.6,45.0,2.2,500.0,Severe,O3
Vivek Vihar,2026-06-20,40.6,176.1,15.9,12.8,1.49,58.5,36.5,43.6,2.3,151.0,Moderate,PM10
Vivek Vihar,2026-06-21,29.8,142.3,19.8,8.6,0.27,35.52,35.5,46.0,2.6,128.0,Moderate,PM10
Vivek Vihar,2026-06-22,37.3,295.8,23.1,7.8,0.68,52.8,35.4,42.6,2.7,246.0,Poor,PM10
Vivek Vihar,2026-06-23,57.7,172.8,35.3,10.9,0.86,57.48,34.5,48.5,2.0,149.0,Moderate,PM10
Vivek Vihar,2026-06-24,28.7,118.7,37.6,7.0,0.72,18.65,33.6,55.6,1.2,113.0,Moderate,PM10
Vivek Vihar,2026-06-25,39.1,189.9,43.8,8.3,0.93,28.47,36.2,44.3,1.1,160.0,Moderate,PM10
Vivek Vihar,2026-06-26,26.5,144.3,26.4,7.5,0.7,35.24,35.7,48.0,1.6,130.0,Moderate,PM10
Vivek Vihar,2026-06-27,43.1,179.6,25.9,9.3,0.63,48.55,37.2,45.7,1.7,153.0,Moderate,PM10
Vivek Vihar,2026-06-28,45.4,180.7,24.5,8.6,0.78,49.19,37.5,44.7,1.1,154.0,Moderate,PM10
Vivek Vihar,2026-06-29,33.9,185.9,35.4,8.3,0.73,31.76,37.4,44.5,1.6,157.0,Moderate,PM10
Vivek Vihar,2026-06-30,37.3,238.4,24.1,8.2,0.46,17.79,36.8,46.5,2.0,192.0,Moderate,PM10
Vivek Vihar,2026-07-01,33.9,125.5,25.4,9.9,0.99,4.54,33.4,63.4,1.5,117.0,Moderate,PM10
Vivek Vihar,2026-07-02,33.5,103.4,25.7,8.6,0.83,26.46,33.1,63.7,1.3,103.0,Moderate,PM10
Vivek Vihar,2026-07-03,39.4,107.5,20.4,7.6,0.86,32.07,34.6,61.5,1.1,105.0,Moderate,PM10
Vivek Vihar,2026-07-04,48.1,117.4,26.8,7.6,0.79,19.29,34.2,65.2,1.1,112.0,Moderate,PM10
Vivek Vihar,2026-07-05,27.6,125.4,43.3,4.2,1.5,23.12,32.2,73.8,0.7,117.0,Moderate,PM10
Vivek Vihar,2026-07-06,31.8,108.9,27.7,6.9,0.47,31.7,35.3,58.8,1.2,106.0,Moderate,PM10
Vivek Vihar,2026-07-07,35.5,111.9,39.1,6.0,0.93,33.07,32.8,72.7,1.1,108.0,Moderate,PM10
Vivek Vihar,2026-07-08,30.0,56.4,29.9,6.1,0.82,32.91,31.1,82.5,1.8,56.0,Satisfactory,PM10
Vivek Vihar,2026-07-09,19.1,19.1,21.5,5.8,0.76,29.04,30.7,84.0,2.1,38.0,Good,CO
Vivek Vihar,2026-07-10,25.6,61.1,25.5,7.3,0.86,31.48,32.8,70.9,1.6,61.0,Satisfactory,PM10
Vivek Vihar,2026-07-11,43.6,265.0,31.8,6.6,0.98,39.38,34.0,64.3,1.1,215.0,Poor,PM10
Vivek Vihar,2026-07-12,50.7,417.2,33.9,5.9,0.66,33.11,35.0,58.6,1.2,384.0,Very Poor,PM10
Vivek Vihar,2026-07-13,35.2,209.1,26.4,6.6,0.39,40.19,35.5,52.8,1.4,173.0,Moderate,PM10
Vivek Vihar,2026-07-14,33.2,188.8,33.2,6.8,0.6,103.57,34.8,58.5,1.6,159.0,Moderate,PM10
Vivek Vihar,2026-07-15,34.3,179.2,32.4,7.4,0.75,28.76,35.5,53.2,1.6,153.0,Moderate,PM10
Vivek Vihar,2026-07-16,41.7,231.7,30.9,7.5,0.62,29.09,36.3,51.1,1.4,188.0,Moderate,PM10
Vivek Vihar,2026-07-17,48.2,252.3,46.7,8.8,1.06,25.14,36.1,52.6,1.0,500.0,Severe,CO
Vivek Vihar,2026-07-18,44.0,227.9,38.0,8.0,0.71,24.56,35.6,53.4,1.3,185.0,Moderate,PM10
Vivek Vihar,2026-07-19,50.4,217.2,30.3,7.9,0.67,33.88,35.2,59.6,1.0,178.0,Moderate,PM10
Vivek Vihar,2026-07-20,38.9,126.7,25.0,7.1,0.76,27.25,32.6,74.4,0.9,118.0,Moderate,PM10
Vivek Vihar,2026-07-21,44.5,131.5,30.7,7.8,0.9,32.5,31.8,78.4,0.7,121.0,Moderate,PM10
Wazirpur,2026-06-06,52.4,303.2,38.4,11.7,1.0,22.45,36.7,40.3,1.7,253.0,Poor,PM10
Wazirpur,2026-06-07,37.2,248.4,37.3,10.7,1.31,24.4,35.5,42.2,1.6,199.0,Moderate,PM10
Wazirpur,2026-06-08,32.8,183.1,40.6,10.6,0.88,23.67,33.4,47.6,1.8,500.0,Severe,NO2
Wazirpur,2026-06-09,42.1,327.0,35.4,11.7,1.0,34.51,38.3,34.2,1.9,277.0,Poor,PM10
Wazirpur,2026-06-10,35.2,232.8,36.8,8.0,0.99,35.08,36.3,41.4,2.1,189.0,Moderate,PM10
Wazirpur,2026-06-11,33.8,184.9,34.5,10.0,1.34,35.93,34.4,46.6,3.1,157.0,Moderate,PM10
Wazirpur,2026-06-12,23.0,102.1,30.4,9.0,1.73,44.61,31.2,59.1,4.1,102.0,Moderate,PM10
Wazirpur,2026-06-13,36.3,166.5,38.5,8.4,1.88,58.29,31.8,55.3,1.5,145.0,Moderate,PM10
Wazirpur,2026-06-14,64.3,229.8,39.5,10.0,1.86,50.88,34.1,48.4,1.0,500.0,Severe,O3
Wazirpur,2026-06-15,31.1,191.0,34.9,10.2,1.59,49.45,32.7,46.1,2.2,161.0,Moderate,PM10
Wazirpur,2026-06-16,35.3,148.6,40.0,9.3,1.86,33.73,31.4,52.1,1.8,133.0,Moderate,PM10
Wazirpur,2026-06-17,34.6,135.9,32.7,9.3,1.3,40.06,33.2,47.7,1.3,124.0,Moderate,PM10
Wazirpur,2026-06-18,55.0,230.8,38.7,9.9,1.57,17.03,34.5,46.6,1.5,187.0,Moderate,PM10
Wazirpur,2026-06-19,35.0,217.7,29.8,10.1,1.0,24.85,34.3,46.1,1.9,179.0,Moderate,PM10
Wazirpur,2026-06-20,49.0,215.0,37.2,9.7,1.14,20.97,34.8,45.6,1.4,177.0,Moderate,PM10
Wazirpur,2026-06-21,42.9,208.4,33.0,11.5,1.03,13.39,34.3,46.7,1.7,500.0,Severe,CO
Wazirpur,2026-06-22,34.8,331.9,40.4,11.2,0.99,29.96,34.0,43.9,1.8,500.0,Severe,NO2
Wazirpur,2026-06-23,61.9,242.1,49.8,13.0,1.43,26.15,33.8,45.8,1.7,195.0,Moderate,PM10
Wazirpur,2026-06-24,38.6,160.8,41.2,11.0,1.54,15.61,33.5,53.2,1.4,141.0,Moderate,PM10
Wazirpur,2026-06-25,50.4,251.1,50.1,8.7,1.48,8.43,35.5,46.4,1.7,201.0,Poor,PM10
Wazirpur,2026-06-26,37.9,165.1,46.7,9.2,1.16,19.66,33.9,49.6,1.3,144.0,Moderate,PM10
Wazirpur,2026-06-27,52.4,213.1,34.4,8.6,1.32,26.03,35.8,47.4,1.2,175.0,Moderate,PM10
Wazirpur,2026-06-28,44.9,184.0,33.0,8.0,1.23,26.76,36.2,45.7,1.3,156.0,Moderate,PM10
Wazirpur,2026-06-29,37.8,242.0,28.5,8.0,1.16,19.48,37.1,43.4,1.8,195.0,Moderate,PM10
Wazirpur,2026-06-30,40.3,279.2,30.4,9.0,1.2,17.35,35.7,46.8,1.9,229.0,Poor,PM10
Wazirpur,2026-07-01,41.1,166.8,34.8,8.6,1.74,17.04,32.7,60.4,2.3,145.0,Moderate,PM10
Wazirpur,2026-07-02,39.6,127.5,32.7,8.8,2.95,18.91,31.6,62.7,1.6,119.0,Moderate,PM10
Wazirpur,2026-07-03,45.8,139.8,27.6,7.6,1.67,19.62,33.7,59.6,1.5,127.0,Moderate,PM10
Wazirpur,2026-07-04,64.3,192.8,40.5,7.5,3.49,20.45,33.1,64.9,1.2,500.0,Severe,NO2
Wazirpur,2026-07-05,81.2,190.2,47.2,6.7,1.85,18.93,31.9,72.1,1.1,170.0,Moderate,PM2.5
Wazirpur,2026-07-06,50.2,190.1,37.6,7.3,2.88,19.95,34.9,57.4,1.5,160.0,Moderate,PM10
Wazirpur,2026-07-07,54.8,161.9,39.8,7.0,1.52,19.71,31.7,73.2,1.7,141.0,Moderate,PM10
Wazirpur,2026-07-08,21.5,55.7,29.1,6.9,1.12,19.16,30.1,81.9,1.8,56.0,Satisfactory,PM10
Wazirpur,2026-07-09,16.3,42.6,21.3,7.0,3.81,18.9,29.7,82.6,3.0,122.0,Moderate,CO
Wazirpur,2026-07-10,31.8,136.3,31.4,7.5,1.94,20.98,31.8,68.3,1.8,124.0,Moderate,PM10
Wazirpur,2026-07-11,68.5,418.7,33.2,7.3,1.86,17.55,33.3,61.1,1.0,386.0,Very Poor,PM10
Wazirpur,2026-07-12,95.0,733.7,35.0,6.7,2.06,11.17,35.8,50.8,1.3,500.0,Severe,PM10
Wazirpur,2026-07-13,57.2,288.8,32.3,7.9,1.07,14.99,34.6,52.0,1.6,500.0,Severe,CO
Wazirpur,2026-07-14,55.0,294.3,35.1,6.9,0.83,15.5,34.2,53.8,1.9,244.0,Poor,PM10
Wazirpur,2026-07-15,56.5,258.2,31.2,7.1,1.43,17.69,34.5,53.4,1.6,208.0,Poor,PM10
Wazirpur,2026-07-16,63.8,326.2,28.0,7.1,1.12,17.29,35.7,49.4,1.6,276.0,Poor,PM10
Wazirpur,2026-07-17,71.5,352.7,38.9,7.8,1.36,16.88,35.7,49.4,1.4,303.0,Very Poor,PM10
Wazirpur,2026-07-18,66.0,303.1,32.0,7.2,1.65,17.01,34.9,51.1,1.6,253.0,Poor,PM10
Wazirpur,2026-07-19,76.5,282.7,28.5,6.1,1.03,17.99,34.9,53.5,1.4,500.0,Severe,CO
Wazirpur,2026-07-20,101.5,209.1,26.8,4.6,1.19,18.97,31.7,71.1,1.8,237.0,Poor,PM2.5
Wazirpur,2026-07-21,90.0,76.0,17.9,3.1,0.8,18.5,29.2,86.4,0.4,200.0,Moderate,PM2.5
